beer/name,beers_average
Brouemont India Pale,4.08
Dubble Overtime,4.08
Black Dawn Coffee Porter,4.08
King Don's Original Pumpkin Ale,4.08
Jubilee Jazz Ale,4.08
Collaboration Series: Marrón Acidifié,4.08
Hhwipper Snapper,4.08
Hopsnort Golden Pale Ale,4.08
Doc Mason's Rye IPA,4.08
10 Year Clelebration Ale,4.08
Oak-Aged Black River Imperial Stout,4.08
Gourd Of The Rings,4.08
Pharaoh,4.08
Javaspresso Nitro Stout,4.08
Black Fox Somnambulance,4.08
Sierra Nevada Torpedo Extra IPA,4.08
Meaner Manalishi Double I.P.A.,4.08
Illustration Ale,4.08
AleSmith Decadence 2005 Barrel Aged,4.08
Old Rag Mountain Ale (Oak Barrel Conditioned),4.08
Old Herb Barleywine,4.08
Southampton West Coast Steam Beer,4.08
King Street Stout,4.08
Hip Hop,4.08
Bärnsten,4.08
Nils Oscar Kalaspåsköl 2010,4.08
Oregon Trail IPA,4.08
CB's Hans,4.08
Apis Mellifera Brown Ale,4.08
Big Band Barley Wine,4.08
The Auroch's Horn,4.08
Alt-imate,4.08
Great Lakes Nosferatu,4.08
Christmas Dark Wheat Ale,4.08
Hopothesis D,4.08
Chocolate Milk Stout,4.08
Baltic Porter De L'Ancrier With Maple Syrup,4.08
Bière De Noël Ambrée,4.08
Dockside Porter,4.08
Sea Leggz Rye Porter,4.08
36th Anniversary Ale,4.08
Kilkenny Strong Ale,4.08
Brewer's Den Uvanator Imperial Stout,4.08
Naked Stout,4.08
Belgian Congo Pale Ale,4.08
Unplugged Enigma,4.08
Two Pence Porter,4.08
Brewer's Art Pale Ale,4.08
Himbeer Porter,4.08
Estrada Real Weiss,4.08
Triple Nickel Irish Stout,4.08
Red Zone,4.08
Heartland Belgian Black Cherry Stout,4.08
Liberty Stout (LB No. 50),4.08
Titanic Chocolate & Vanilla Stout,4.08
Big Fog Amber Lager,4.08
Olympia IPA,4.08
Fresh Hop Frog,4.08
Coho Harvest,4.08
Brewer's Alley Dunkel Weizen,4.08
Babylon Banks,4.08
Black Wheat,4.08
Imperial Steel Rail,4.08
Bourbon Barrel Aged Extra Naughty Goose,4.08
Highland Big Butte Smoked Porter,4.08
Equinox Extra XPA,4.08
Big Brick Collaboration,4.08
Burton Upon Billtown,4.08
Mayflower Porter,4.08
Buckethead IPA,4.08
Hoepfner Goldköpfle,4.08
Aiken Oktoberfest,4.08
Lava,4.08
Willimantic Rail Mail Rye,4.08
Tarty Blonde Grand Cru,4.08
Highland PSA Pilsner,4.08
Highland Little Hump Spring Ale,4.08
Seasonal 2008 ESB,4.08
Wheat Bear,4.08
Sunk Punk,4.08
St. Lupulin,4.08
Old Morgantown Amber,4.08
Tripel Perfection,4.08
"Killer \"Kapowski\" Kowalski",4.08
Kuhnhenn Weiss Teufel (White Devil),4.08
Val-Dieu Triple,4.08
Pechish Woods,4.08
Bare Tree Artist Series Weiss Beer 2006,4.08
Kuhnhenn Double Secret Probation Altbier (Double Sticke Alt),4.08
2 Paws,4.08
Farmhand Ale,4.08
Oak Aged Belgian Quad,4.08
Arthur Pendragon S.A.,4.08
Black Damnation III - Black Mes,4.08
Triple Dry Hopped IPA,4.08
Dragonmead Excalibur Barley Wine,4.08
Black Damnation IV - Coffee Club,4.08
Wet Hopped IPA,4.08
Small Stout,4.08
Saint Arnold Divine Reserve #6,4.08
Schwarzfahren,4.08
Carolina 11th Anniversary Ale - Imperial IPA,4.08
Ayinger Winterbock,4.08
Fat Tuesday Strong Ale,4.08
"Roasted Garlic, Date, And Fig Rauchbier",4.08
Kestrel's 7.5 IPA,4.08
J.W. Lees Harvest Ale (Calvados Cask),4.08
Middle Ages Pale Ale,4.08
Araucana Negra,4.08
Hopf Red,4.08
Benji's Chipotle Smoked Imperial Porter,4.08
King Arthur,4.08
Edenton Surrender Monkey Farmhouse Ale,4.08
Shropshire Stout,4.08
Brooke's 2002 Special Reserve Barleywine,4.08
Sheep Shagger Scotch Ale,4.08
Fuller's Brewer's Reserve No.2,4.08
Islandator Doppelbock,4.08
Greenport Harbor Spring Turning Rye Saison,4.08
Dark Doppelbock,4.08
Citra One Hop,4.08
Autumnal Fire,4.08
Flucky Fest,4.08
Freedom Of '78,4.08
Blast Furnace Irish Stout,4.08
Indian Brown Ale,4.08
Red Brick Peachtree Pale Ale Aged In Pappy Van Winkle Barrels,4.08
Burly Friar Barleywine,4.08
Thunderhead Pale,4.08
Old Stock Ale,4.08
Scarlet Imperial Red,4.08
Allagash Fluxus 2008,4.08
Michigan Brewing HopHead Switch,4.08
Leireken Buckwheat Ale,4.08
Great Lakes Dude Where's My Czar? Russian Imperial Stout,4.08
Chunder Chocolate Stout,4.08
Cascade Dry Hopped Pale Ale,4.08
Wunderbar Pils,4.08
NOLA Blonde Ale - Sorachi Ace,4.08
Big Grizz,4.08
Leafer Madness (Hop Harvest Edition),4.08
Young's 175th Anniversary Ale,4.08
Fahrwasser Pilsner,4.08
Chunga's Old Bruin,4.08
Kinshachi Imperial Chocolate Stout,4.08
W. J. King Merry Ale,4.08
Hopwired IPA,4.08
Top Heavy Hefeweizen,4.08
Apple Tripel Ale,4.08
Black Magick,4.08
Mocha Joe's Imperial Stout,4.08
Ely's  Peak,4.08
Brooklyn Local 1,4.08
Misty Mountain IPA,4.08
Blackstrap Fever Dark Lager,4.08
Tipple,4.08
Revalations Stout,4.08
Wibblers Wobbly Wabbit,4.08
Milly's French Tickler,4.08
Hop Henge Experimental IPA,4.08
Amendment Pale Ale,4.08
Prima Pils,4.08
Edinburgh Export Stout,4.08
3,4.08
2007 Resolution #1,4.08
La Petite Mort,4.08
Brewer's Reserve Munich Dark Lager,4.08
Jai Alai IPA,4.08
Chocolate Stout,4.08
Mischief #2,4.08
Super 7 - Beer Camp #1,4.08
Badonk-A-Dunkel,4.08
Becky's Black Cat Porter,4.08
Stoudt's Scotch Style Ale,4.08
High Tide Fresh Hop IPA,4.08
Thisted Forsøgsbryg Nr. 23b,4.08
Cantankerous Dockhand,4.08
Newport Storm Rum Chipped Porter,4.08
Saison Versa - Beer Camp #30,4.08
Tado Dunkel,4.08
Akron Dopple Alt,4.08
80 Schilling Scottish Ale,4.08
Tenaya Creek Oktoberfest Lager,4.08
Imperial Russian Stout,4.08
Urban Wilderness Pale Ale,4.08
Maduro Oatmeal Brown Ale - Belgian Nut Brown,4.08
Hop Goddess,4.08
Dubbel Date,4.08
Whiskey Sour Dunkel,4.08
Very Ill-Tempered Gnome,4.08
El Camino IPA,4.08
Twain's XL Double IPA,4.08
Corpus Christi,4.08
Honey Heather,4.08
Saison St-Louis,4.08
Belgian Barley Wine,4.08
Crown Brewery Christmas Ale,4.08
Alesmith Speedway Stout - Vanilla,4.08
AleSmith Grand Cru Ale,4.08
Barrel Of Russians,4.08
"1,000th Batch Strong IPA",4.08
Bier-Sicle,4.08
Maerzen Oktoberfest,4.08
The Bruiser,4.08
Raspberry Barleywine,4.08
Session Ale #01: Scottish Mild/80 Shilling Ale,4.08
Green Flash Palate Wrecker (Hamilton's 2nd Annie Ale),4.08
Glops Fumada,4.08
Jai Alai IPA - White Oak,4.08
Grumpy Pumpkin,4.08
Pioneer Imperial American Brown Ale,4.08
Ertvelds Wit,4.08
2x Ultra IPA,4.08
Chocolate Oak Aged Yeti,4.08
Tart Lychee,4.08
Singel,4.08
Wheat Freak,4.08
White Birch Belgium Sour,4.08
Vermont Hop Harvest,4.08
Great Lakes Eliot Ness,4.08
Old Stumpy Double IPA,4.08
Bellefois La 1365 (Le Prince Noir),4.08
Trapp Baltic Porter,4.08
Trouble Winter Ale,4.08
Seventh Seal,4.08
Diablato,4.08
Adam's Grand Cru,4.08
MAI-Effin' Bock,4.08
Zee Lander,4.08
Summertime Brown Ale,4.08
D'Ham Au Miel,4.08
Green Chile Ale,4.08
Cara Java Brown,4.08
Ballpark Beer,4.08
Big Wood Bitter,4.08
Fantapants,4.08
Tower ESB,4.08
Pecheron Saison,4.08
Kung Pow! Enter The Hop,4.08
Red Zone Enigma,4.08
Brewer's Alley Barrel-Aged Oatmeal Stout,4.08
Brewer's Art The Lord Cicada,4.08
Mohawk Black IPA Easter Edition,4.08
Satellite Stout,4.08
5:02 Amber,4.08
Oak Aged Old Man Winter Warmer,4.08
Terrapin Southern Fried Brown Ale,4.08
Super Kitty,4.08
Amber Waves Farmhouse Ale,4.08
Cayenne Cocoa Bock,4.08
Brewer's Art Charm City Sour Cherry Ale,4.08
Chocolate Marble,4.08
Kaiser Wilhelm,4.08
Ectoberfest,4.08
Huckleberry Honey Ale,4.08
Front Street 80 Schilling,4.08
Hofbräu Weiße,4.08
Eugene City Brewery Track Town Triple Jump Pale Ale,4.08
Schlafly English Brown Ale,4.08
R&D Gueuze,4.08
Fairweather IPA,4.08
GFYPA,4.08
Batch #666,4.08
Müllerbräu Jahrtausend Bock,4.08
Hazelnut Brown Nectar,4.08
Heavy Handed: Double Chocolate Stout,4.08
Epic Pale Ale,4.08
Dark Horse 4 Elf,4.08
Archipelago Explorer,4.08
Cuvee De Phillipe,4.08
Yawkey Way Wheat,4.08
Farmer's Daughter,4.08
American ESB,4.08
Pivo,4.08
Hofbräu-Weiße,4.08
Olde Rabbit's Foot,4.08
Aught 7 I.P.A,4.08
The Witching Hour,4.08
Session Saison - Clausenii,4.08
Come About Imperial Stout,4.08
New Millenium,4.08
Aiken Scottish Style Ale,4.08
Modus Hoperandi,4.08
Progress Pale Ale,4.08
Tempus Fugit,4.08
Black Bavarian,4.08
Oppigårds Starkporter,4.08
Little Woody Oak Aged Stout,4.08
Snowstorm 2008,4.08
Ahtanumous IPA,4.08
Up All Night,4.08
American Mild,4.08
Feral Barrel,4.08
Columbus Super Fresh H-O-P,4.08
Kuhnhenn Maibock,4.08
Birra DeCicco - Limone Luppolo,4.08
"\"Hop Obama\" Ale",4.08
Saints' Devotion,4.08
Kuhnhenn Play In The Hay,4.08
Weissenheimer Hefeweizen,4.08
Copper Bock,4.08
Kuhnhenn American Extreme IPA,4.08
Odell Cutthroat Porter,4.08
Hi-Fi Rye,4.08
London Ale,4.08
Captain Ron's IPA,4.08
Saison D'Erpe-Mere Zymatore,4.08
Duits & Lauret Rook Dubbelbock,4.08
Tanngnjost & Tanngrisnir,4.08
Blind Pig Belgian Pale Ale,4.08
Breakaway IPA,4.08
2nd Degree IPA,4.08
Emperor's Whim,4.08
Sharptail Pale Ale,4.08
Flandre-Kent Les Frères De La Bière / Thiriez XXtra,4.08
Bonzai,4.08
Duck-Rabbit Coffee Infused Milk Stout,4.08
Maniac Alt,4.08
Cambridge House Picozzi's Fat Ass Ale (2005),4.08
Big Sky Imperial Stout,4.08
Bruce/Lee Porter,4.08
Hepie & Hepie,4.08
Hallerndorfer Raiterla Rauchbier,4.08
EXSB,4.08
Hel & Verdoemenis,4.08
GrowHop,4.08
Craftsman,4.08
La Bavaisienne Bière Ambrée,4.08
Cains Creamy Stout,4.08
2009 Vintage Oak Aged Ale (Barrel No. 145),4.08
10th Anniversary Double India Pale Ale,4.08
Fixie,4.08
Bink Grand Cru,4.08
Bourbon Aged Barleywine,4.08
Old Curmudgeon Imperial Porter,4.08
Growhop Chinook IPA,4.08
Palindrome Pale Ale,4.08
Dragonslayer,4.08
Pierre Blanche,4.08
Red Dog Red,4.08
R. T. Ryebock,4.08
Fade To Black Volume 1 - Foreign Export Stout,4.08
Hamilton's Tavern Cedar Plank Ale,4.08
Perpetual Burn,4.08
Triple 7 Summit IPA,4.08
Lunar Shine Burley Whine,4.08
Old Horizontal,4.08
Elisha's Kolsch,4.08
Cherry Spiced Gose,4.08
Drei Kronen Stöffla,4.08
Allagash FOUR,4.08
Sainsbury's Taste The Difference IPA,4.08
Butch's Dry Hop,4.08
Marietta Brewing Pawpaw Wheat,4.08
ESA - Extra Special Amber,4.08
Short's Huma-Lupa-Licious IPA,4.08
Mad Brewer Maibock,4.08
60 Minute IPA,4.08
Pinnacle Peak Inebriator Stout,4.08
South Swell Double Ipa,4.08
Nagahama Kurokabe Stout,4.08
Kama Citra Wet Hop Ale,4.08
New Moon American Strong Pale Ale,4.08
Allagash Black - Bourbon Barrel Aged,4.08
Bird Creek Anchorage Ale,4.08
Piiti Porter,4.08
Double Dry Hopped Matriarch,4.08
Bube's Steam,4.08
Czech Imperial Stout,4.08
Dortmunder Einfall,4.08
Fog Horn Special Edition,4.08
Java Jack,4.08
Prohibition Pauly Pale Ale,4.08
Dark Apparition,4.08
The Union Jack,4.08
Blanco El Diablo (AKA El Diablo Blanco),4.08
Arctic Amber,4.08
Olde GnarlyWine,4.08
Hawkshead Bitter,4.08
Martha's Summer Wheat,4.08
Sonoma Aroma IPA,4.08
A Little Sumpin' Wild,4.08
Tart Cherry Porter,4.08
Dark & Dank,4.08
Fantôme Saison D'Erezée - Hiver,4.08
Black Sun Stout,4.08
WB Abbey Dubbel,4.08
Golden Lizard,4.08
Murray's Anniversary Ale,4.08
Grande Armada Réserve,4.08
Wells London Stout,4.08
Baller Stout,4.08
Portsmouth Biere De Miele,4.08
Lagunitas Lucky 13 Mondo Large Red Ale,4.08
Persephone Pilsner,4.08
Hoster Captivator Doppelbock,4.08
Bad Dog E.S.B.,4.08
Black Swan Cream Stout,4.08
Hits From The Vine,4.08
Gueuze Tilquin (Draught Version),4.08
Dr. Decibels Brown Ale,4.08
Dominus Vobiscum Triple,4.08
Export Bitter,4.08
Live Oak Liberator,4.08
Brand X,4.08
Bend Brewing Scarlet Imperial Red Ale,4.08
Kasteel Cuvée Du Chateau,4.08
Bodacious Brown Ale,4.08
Davenports IPA,4.08
Clare's Right Hook - Cocoa Nibs,4.09
Wipeout I.P.A.,4.09
José Martí India Porter,4.09
Dubbel Overhead Abbey Ale,4.09
Wee Alec Heavy,4.09
Hop Knot,4.09
NCAAle,4.09
Hakusekikan Shizen Bakushu,4.09
Folklore (Bourbon Barrel),4.09
Hop Goblin,4.09
Blue Reserve 2009,4.09
Double Barrelled,4.09
Ebeweesner Scrooge,4.09
La Tongrinnoise,4.09
Caesarus Imperator Heller Bock,4.09
Nativitié Rousse,4.09
La Schwortz,4.09
Pralat Pilsener,4.09
La Muerta,4.09
Town Hall Special,4.09
Broken Promise,4.09
Kolsch 45,4.09
The Drafting Room 14th Anniversary Ale,4.09
Hanging Lake Honey Ale,4.09
Ace Of Spades,4.09
Jack O'Lager Pumpkin Ale,4.09
Fruehbock (Früh Bock),4.09
Freeheel Ale,4.09
Brewer's Art Green Peppercorn Tripel,4.09
Dr. Fogg's Stout,4.09
"Fuego Del Otono, Autumn Fire",4.09
Christmas Special,4.09
Brewer's Art Nein!,4.09
Multiplicity Maibock,4.09
Alliance PX Reserve 2007,4.09
Franklin's Imperial Stout,4.09
McCoy's Hefeweizen,4.09
Natas,4.09
10th Great British Beer Festival Anniversary Ale,4.09
Navigator Dopplebock (Brandy Barrel Aged),4.09
The Hop Nouvelle,4.09
Enzensteiner Vetus Specialis Emmer Starkbier,4.09
Smoked Dunkelweizenbock,4.09
Blondelle,4.09
Paradise Ale,4.09
Empire Downtown Brown,4.09
Icarus,4.09
Debbie's Little Helper,4.09
Hypnosis,4.09
Gnomegang,4.09
Freight Train IPA,4.09
Cactus Pear Wild Ale,4.09
Baird Belgian Summer Ale,4.09
Elsie's Irish Coffee Milk Stout,4.09
Leavenworth Friesian Pilsener,4.09
Black Oak Porter,4.09
Kuhnhenn Raspberry Panty Dropper,4.09
Pleasantville Smoked Porter,4.09
Schneider Weisse Tap X Mein Nelson Sauvin,4.09
La Blanche Des Ballons,4.09
Imperial Stout (formerly Russian Imperial Stout),4.09
Caffeinator Dopplebock,4.09
Ossett Excelsior,4.09
Hopfen Weisse,4.09
Black Damnation,4.09
Wildcat India Pale Ale,4.09
Indian Stream,4.09
Distorter,4.09
9th Anniversary Ale (Trouble),4.09
Sauber Ginger,4.09
Edelweiss Weissbier,4.09
Old Salty Barleywine 2003,4.09
Apricot Wheat Beer,4.09
Mooney's Irish Stout,4.09
Brøckhouse Epic Stout,4.09
Mure Sauvage (Farmhouse Brewing),4.09
Muliyon Pilsner Hell,4.09
Seasoned Veteran,4.09
Ølfabrikken Abbey Ale (Special Reserve),4.09
The Hibernator,4.09
Turtle Stout,4.09
Southern Cross Hopped Kaimai Pale Ale,4.09
Blonde Bière De Garde,4.09
Port Reserve,4.09
Sexy Beast,4.09
Oak Aged Burly Friar Barleywine,4.09
Mueller Hefe Weizen,4.09
Willoughby Peanut Butter Cup Coffee Porter,4.09
Snow Fest,4.09
Fantôme Brise-BonBons,4.09
Portsmouth Imperial IPA,4.09
2 Threads,4.09
Fantôme Blanche,4.09
Firkin Ale - ESB,4.09
Blackjack Porter,4.09
Conquistador De Muerte,4.09
Tempus Doble Malta,4.09
Double,4.09
Kloster Kreuzberg Dunkel,4.09
Noel Winter Ale,4.09
Bathtub Gin,4.09
Fantôme La Dalmatienne (Light),4.09
Durango Pale Ale,4.09
Lay Down Stay Down,4.09
Live Oak Pale Ale,4.09
Claymore Cerise,4.09
4 Winds Quadrupel,4.09
Humma Gumma Stout,4.09
Dominus Vobiscum Hibernus,4.09
Thomas Hardy's Ale (2003-2008),4.09
Tremont Bitter,4.09
Sierra Nevada Kellerweis Hefeweizen,4.09
Sweetwater Trippel Lindy,4.09
Rude Parrot,4.09
Last Rites,4.09
Douze,4.09
Graduation Ale,4.09
Zwickelbier,4.09
Jamesport Scottish Strong,4.09
Apricot Honey Bitter,4.09
110K+OT Batch #2 - I.R.I.S.,4.09
Sierra Nevada Estate Brewers Harvest Ale,4.09
Spring Tide IPA,4.09
Ter Dolen Double Dark,4.09
Robinson's Dizzy Blond Light Bitter,4.09
Sweetwater  Creeper,4.09
Tripel Threat,4.09
Rhino Chaser Imperial Red Ale,4.09
Harvest Saison Dry Hopped With Citra,4.09
Six Point Star Golden American Lager,4.09
Founders Black Rye,4.09
Batch #69 Double Cream Ale - Pomegranate,4.09
Black Lie 7th Anniversary Liar's Club Dark IPA,4.09
Red Barn Espresso Stout,4.09
RauchBier,4.09
Lake Missoula Amber,4.09
Gemini (Imperial Blended Ale),4.09
Vollbier,4.09
Devil's Post Pale Ale,4.09
Kermesse,4.09
Batch 69 Baltic Porter,4.09
French Country Christmas Ale (Biere De Garde),4.09
Psychedelic Nightmare,4.09
Trois Filles Tripel,4.09
Big Hop Harvest Ale,4.09
Riverside Red Ale,4.09
Twenty,4.09
Vanilla Latte Stout,4.09
Eye Opener Coffee Porter,4.09
Fresh Hop Pale Ale,4.09
Green Devil,4.09
Stone Of Destiny,4.09
Port Washington Pier 96 Lager,4.09
Pentucket Porter,4.09
"\"76\" Anniversary Ale",4.09
Old Rip Oatmeal Stout,4.09
Pothole Filler Imperial Stout,4.09
Echo St. IPA,4.09
Troegs Dead Reckoning Porter (Chinook Dry Hopped),4.09
Apple Ale,4.09
Amarillo Red Ale,4.09
Torpor Porter,4.09
Baden Baden 1999 Bitter Ale,4.09
5 Malt Ale,4.09
Empire IPA,4.09
Prohibition Mild,4.09
Andechser Dunkel Naturtrüb Jubiläumsbier,4.09
Samuel Adams Utopias MMIII,4.09
Chocolate Dunkel Weizen,4.09
Blackberry Pale,4.09
Le Vieux Couvent,4.09
Brewer's Art Zodiac Pisces,4.09
Uitzet Tripel (1730),4.09
Wild Rose Barley Wine,4.09
Dry Hopped Pale Ale,4.09
Fog On The Tyne - Weizen Yeast Flavoured American IPA,4.09
People's IPA,4.09
Killer Green Wet Hopped DIPA,4.09
Barley's Blurry Bike IPA,4.09
La Colborne,4.09
Heidelberger 1603 Pilsner,4.09
Sea Dog XXXX IPA,4.09
Smorter,4.09
Main Street Weizen Bock,4.09
Greenroom Pale Ale,4.09
Schlafly Hop Harvest Ale,4.09
Berkshire Bourbon Barrel Baltic Porter,4.09
Hercule Stout,4.09
AAAH... Bacon! Scotch Ale,4.09
Barley's Barleywine!,4.09
Brewmaster Flash And The Furious Five Hops,4.09
Schlafly Black IPA,4.09
Winema Wit,4.09
Aiken Thoroughbred Red,4.09
Raasted Double Imperial Stout,4.09
Alphalpha,4.09
Chamomile Blonde,4.09
Raspberry Nectar,4.09
Wild Blue,4.09
Dulce,4.09
Lazy Day's ESB,4.09
Hopidemic,4.09
Willimantic 1st Class Festive Ale,4.09
Hopwheels IPA,4.09
CME IPA,4.09
State Pen Imperial Porter,4.09
Guajillo Calico,4.09
Dawn's Dry Stout,4.09
Simcoe Strong Ale,4.09
Mad River Bourbon Barrel Extra Stout,4.09
Neopolitan Porter,4.09
Honey Basil Ale,4.09
Woodcut No. 1 - Oak Aged Ale,4.09
Maelstrom ( For SNAB),4.09
Skagen Skawskum,4.09
Shreddin’ Wheat,4.09
Mad Scientists #4 - Hibiscus,4.09
Black Market Porter,4.09
Texas Ranger (Chipotle Porter) - Speyside Barrel Aged,4.09
Beer Geek Brunch One-for-One,4.09
Redhead Imperial Red,4.09
Burton Ale,4.09
Kuhnhenn Tenacious Cassis,4.09
Gordon Biersch Gose,4.09
Red Racer Amarillo IPA,4.09
Bonfire Of The Valkyries,4.09
Columbus Nightstick IPA,4.09
"Melchior \"The Oak Melchior\"",4.09
Pisgah Baptista,4.09
Stars And Stripes,4.09
Cambridge House Engine Engine #9,4.09
Alpaïde,4.09
Kentucky Thunder Rye IPA,4.09
Sotarn,4.09
Famous Porter,4.09
Abby's Fault,4.09
Styrian IPA (2008 IPA Project),4.09
SoulFire Spiced Ale,4.09
Quadfather,4.09
Samichlaus Bier Helles (Limited Edition),4.09
Bearly Legal Barley Wine,4.09
American Tripel,4.09
Three Heavy Wee Heavy,4.09
Sandbagger Gold,4.09
Third Coast Old Ale,4.09
Powerhouse Porter,4.09
Black Mystic Java Stout,4.09
Old Salty Barleywine 2001,4.09
Saison Dupont Dry Hopping,4.09
Blue Dot Double India Pale Ale,4.09
Wolnzacher Oktoberfest-Bier,4.09
Trappist Achel 8° Bruin,4.09
Sunny Daze,4.09
Winter Brew 2003,4.09
Decadence 12 Cuvee Speciale,4.09
Cousin Jax Double IPA,4.09
Edenton Pumpkinhead Ale,4.09
Lusten & Lasten,4.09
Prussia's Pride IPA,4.09
Tropic King (Māori King),4.09
Clausthaler Extra Herb Premium Alkoholfrei,4.09
Gaston's Swollen Delta Stout,4.09
471 IPA (Buffalo Trace),4.09
Bengal India Pale Ale,4.09
Bush De Nuits,4.09
2010 Bourbon Barrel Barley Wine,4.09
Moonglow,4.09
EisPhyre,4.09
Gothenburg Porter,4.09
Big Bad Wolf Weizen,4.09
Beetlebung Porter,4.09
Monkey Brown Ale,4.09
Jägerbier Natürtrub Export Hell,4.09
No. 103,4.09
Moloko,4.09
Got Gas? Nitro IPA,4.09
Menage-A-Trois,4.09
Ruggoop,4.09
Sergeant T's West Coast Stout,4.09
Frostbite Winterfest,4.09
Creeper Trail Amber Ale,4.09
Obliteration V,4.09
Our Special Ale 2003 (Anchor Christmas Ale),4.09
Camel Toe Egyptian Pale Ale,4.09
King Louie IPA,4.09
Lagunitas Sneak Release Undercover Investigation Shut-Down Ale,4.09
BaDunkeldonk,4.09
Bourbon Barrel-Aged Sweet Chocolate Love,4.09
Indian Pudding,4.09
Goldener Gose,4.09
City Steam P.V. Porter,4.09
Hellbrook,4.09
Sumatra Stout,4.09
Fantôme Santé 15!,4.09
Ergot 2010,4.09
Dirty Monk Belgian Porter,4.09
Krug-Bräu Dunkles Lagerbier,4.09
Whoop Pass IPA,4.09
Fantôme La Piétrain Ambrée,4.09
Sooty Brother,4.09
Reggae Junkie,4.09
Huvila John Golding E.S.B.,4.09
Vera Mae,4.09
Lodestar Stout,4.09
Cerna Hora,4.09
Kulmbacher Reichelbrau Eisbock,4.09
Pizza Orgasmica Porter,4.09
Brooklyn Intensified Coffee Stout,4.09
HopDevil Ale,4.09
Leviathan Double IPA,4.1
Diamond Peak Dry Stout,4.1
Founders Red Eye Amber Ale,4.1
Framboise,4.1
Jasper Murdock's Extra Special Bitter,4.1
Jai Alai IPA - Acai And Mango,4.1
Founders Session Noir,4.1
Bugaboo Bitter,4.1
Where's My Lips?,4.1
Nut Brown Lambic,4.1
SomersAlt Rye,4.1
Artisan Saison,4.1
"Que Syrah, Syrah!",4.1
Warmer Winter Winter Warmer - Dragonfruit,4.1
Anarchy,4.1
Tobacco Road,4.1
Weltenburger Kloster Asam-Bock,4.1
Founders Hand Of Doom,4.1
Stoudt's Pumpkin Ale,4.1
Blatant IPA,4.1
Big Man Ale,4.1
Mischief #3,4.1
Bourbon Barrel Aged Winter Warmer,4.1
AleSmith Decadence 2009 Dunkel Weizenbock,4.1
Veteöl,4.1
Rusty Roadrunner Lager,4.1
Long Island Fresh Hop,4.1
Green Saison Fest,4.1
Nils Oscar Julöl 2008,4.1
Arbor Brewing HXL,4.1
Grande Noirceur,4.1
Ramblin' Rye,4.1
Pioneer Industrial Pale Ale,4.1
Dirac,4.1
Wild Dog Barrel-Aged Gonzo Imperial Porter,4.1
"\"The Buk\" Pale Ale",4.1
Bourbon Barrel Porter,4.1
Twain's Pasilla Pepper Smoked Rye,4.1
Atwater Hummel Weizen,4.1
Red Fox Fest,4.1
Stouter,4.1
Landsman Pale Ale,4.1
Trappistes Rochefort 6,4.1
Wunsiedler Luisenburg Pils,4.1
Trapp Trostenbier,4.1
Black Diamond The Twelve,4.1
Samuel Adams Imperial Pilsner 2005 Harvest,4.1
Danny Mijo,4.1
Hopsickle Imperial India Pale Ale,4.1
Pimp My Rye,4.1
Trapp Vienna Lager,4.1
Boson De Higgs,4.1
La Fringante,4.1
Ghost River Wee Heavy,4.1
Tennoz Amber Ale,4.1
Reno's Retirement Ale,4.1
Barley's Full Moon Ale,4.1
Twisted Ankle,4.1
Stepchild Red Ale,4.1
Moon Man,4.1
Mr. Brown,4.1
Uncle Sam's Steam Beer,4.1
El Negro,4.1
Cookies And Croon,4.1
Hopburst IPA,4.1
Smoked Double Bock,4.1
R&D Golden Ale,4.1
St. Georgenbräu Doppelbock Dunkel,4.1
Summertime Rye,4.1
Iberian De Mel,4.1
Mild At Heart,4.1
Jack Brown's Pale Ale,4.1
Tank 7 Farmhouse Ale,4.1
Guardian Angel,4.1
Chug Monkey Cream Ale,4.1
Cascabel,4.1
Collaboration No. 1 - Imperial Pilsner,4.1
Cheffe Berry Stout,4.1
Beatrix,4.1
Brady's Bay Cream Ale,4.1
Doppelweiss,4.1
Steep Canyon Stout,4.1
Capital City El Gigante,4.1
Moat Rauch & Rye,4.1
Emelisse Winterbier 2011,4.1
Best In Show (Weizelwizen Wheat Ale),4.1
Two Weeks Notice German Porter,4.1
Ellie's Celebration Ale,4.1
Willimantic Fallout Shelter IPA,4.1
26th Anniversary Ale,4.1
Kentucky Oats,4.1
Stagger-red Through The Tulips,4.1
Quaff Bros Uncle Fitz's Country Bumpkin,4.1
Skunk Ape,4.1
Bourbon Barrel Aged Fayston Maple Imperial Stout,4.1
Local Potion,4.1
Old Capitol Brew Works ESB,4.1
Sovereign Ale,4.1
Cane & Ebel,4.1
Veritas 009,4.1
Sheffields Pale Ale,4.1
Engel Weissbierpils,4.1
Lazy Boy The Stranger Big Double Trouble IPA,4.1
Not So Mild,4.1
World Wide Wheat,4.1
Creekside Monarch Lite,4.1
Kenyan AA IPA,4.1
Funky Sour Cherry #2,4.1
Lentebier,4.1
God Jul,4.1
Badder Elmer's Porter,4.1
To Øl Snowball Saison Ale,4.1
Victor's MemoriAle Altbier,4.1
Bourbon Barrel-Aged Imperial Amber,4.1
Gordon Biersch Smoke Bock,4.1
1867 Munich Dunkel,4.1
Goliath Golden Ale,4.1
Three Philosophers Belgian Style Blend (Quadrupel),4.1
Glenda Sherbrooke,4.1
De Proef Flemish Primitive Wild Ale (Spoon Whacker),4.1
Saison De Ruisseau,4.1
Snowstorm 2010,4.1
Pig Iron India Pale Ale,4.1
