beer/name,beers_average
Obscura Arborea,3.39
Nils Oscar Julöl 2001 & 2002,3.39
Twain's Temperent Temperance Mild Ale,3.39
Rusty,3.39
Jersey Shore Gold,3.39
Tetley's Imperial (Cask & Can),3.39
Roscoe's Hop House Pale Ale,3.39
Jack Whacker Wheat Ale,3.39
Winter Mint,3.39
Abbaye Cistercienne Paix-Dieu,3.39
Seven Mules Kick Ass Ale,3.39
Harveys Copperwheat,3.39
Blue Moon Grand Cru,3.39
Red-Headed Honey,3.39
Terre Ferme,3.39
Bon Secours Myrtille,3.39
Au Maître Brasseur 2010,3.39
Black Widow,3.39
Chatoe Rogue First Growth Creek Ale,3.39
Hachenburger Pils,3.39
The Deep Sea Stout,3.39
Barley's Dunkel Weizen,3.39
Chunkin Pumpkin,3.39
Dog Leg Right Amber Ale,3.39
Barley's Pilsner,3.39
La Solidaire,3.39
Cinco De Drinco - The Beer Shoppe 5th Anniversary Ale,3.39
Augsburger Herren Pils,3.39
Koln Kolsch,3.39
Native Ale,3.39
Rich's Rauch,3.39
Flagstaff Bubbaganouj IPA,3.39
Oktoberfest Lager Beer,3.39
Old Dark Ale,3.39
Apoldaer Glockenpils,3.39
Sea Monster (Blended/ Jack Daniel's Whisky Barrel Aged),3.39
WGRD,3.39
Bacon Brown Ale,3.39
Blackberry Wheat Beer,3.39
Mom & Pop's Wet Hop Crop Ale,3.39
Beck's Oktoberfest,3.39
Yellowhead Premium Lager,3.39
Saison De Silly,3.39
Imperial ESB,3.39
Mount Desert Island Ginger,3.39
House Ales Dumb Pig,3.39
Kings Pilsener,3.39
Bar Wench Brew,3.39
"4'10\" Jen Blonde Ale",3.39
Schlösser Alt,3.39
IPACOLYPSE,3.39
Biere D'Abbaye Malonne Blonde,3.39
Tegernsee Spezial,3.39
Demon Fuel Ale,3.39
Orient Express IPA,3.39
Breakwater Pale Ale,3.39
Dark Destroyer,3.39
Summer Honey Ale,3.39
Golden Vanilla,3.39
Alkemisten,3.39
Baeren Chocolate Stout,3.39
Gotlands Bocken I Paradiset,3.39
MacTarnahan's Blackwatch Porter,3.39
Broadway Blonde,3.39
Jack Russell Jack's Whitewater Pale Ale,3.39
Pacific Porter,3.39
Explicit APA,3.39
UCIPA,3.39
Gritty McDuff's India Pale Ale,3.39
Everest,3.39
Bourgogne Des Flandres,3.39
Verkin Pohmilny Kvas,3.39
Bierland Chopp Pilsen,3.39
Raleigh Tavern Williamsburg Pale Ale,3.39
Fair Maiden Ale,3.39
Mash Mex,3.39
Shiner Smokehaus,3.39
Binding Lager,3.39
Good Juju (Ginger Ale),3.39
Primátor 21% Rytírský (Knight's Lager),3.39
Organic IPA,3.39
Leinenkugel's Creamy Dark,3.39
Oud Hollands Tuig,3.39
Honey Blond Ale,3.39
Einfach Helles,3.39
La Djean D' Mady,3.39
Tap And Die Malt Liquor,3.39
Pinstripe Pilsner,3.39
Jack The Ryepper,3.39
East Coast Lager,3.39
Old Fart,3.39
Special Block 6,3.39
Colbitzer Heide Bock,3.39
Laughing Dog Pale Ale,3.39
Vestfyen Stout,3.39
Kellerweizen,3.39
Rousse Forte à La Canneberge Et Aux Épices,3.39
Six Row ESB,3.39
Shropshire Lad,3.39
Michelob Irish Red,3.39
Vienna's Beer,3.39
Paddy Pale Ale,3.39
Red Von Boorien,3.39
Paddys Scottish Ale,3.39
Demon's Hop Yard IPA,3.39
Daily Pils,3.39
Zillertal Weißbier,3.39
Thousand Islands Pale Ale,3.39
Double Pils,3.39
Two Tun IPA,3.39
Autumn Valley Flower,3.39
Southern Flyer Light,3.39
Traditional Ale,3.39
St. Peter's India Pale Ale,3.39
Last Drop Brewhouse Pilsener,3.39
Aroma Borealis Herbal Cream Ale,3.39
Magni Klasterni Boruvkove Pivo,3.39
Odd Notion (Summer 2010),3.39
Daisen G Imperial Stout,3.39
Peach Lager,3.39
Newark IPA,3.4
The Bomb-Dry Stout,3.4
Bonnaroo Brew,3.4
Weltenburger Kloster Oktober-Festbier,3.4
Northmæn Brune,3.4
Saint Landelin Spéciale Noël,3.4
Ghost Ale,3.4
Gilde Lindener Spezial Premium Beer,3.4
Count Magnus,3.4
Rum Vanilla Porter,3.4
Cream Ale,3.4
Stallhagen Oktoberfestbier,3.4
Lonely Blonde,3.4
Red Stallion,3.4
J12 Golden Ale,3.4
Lager,3.4
Bert Grants Lazy Days Pale Ale,3.4
St. Adriaans Blond,3.4
Vienna Dark Lager,3.4
Atwater Dunkel,3.4
Oregon Brown Ale,3.4
Old Scratch Amber Lager,3.4
Glasnost Gold,3.4
Gage Roads Pils,3.4
Squatters Oktoberfest,3.4
Regensburger Premium,3.4
Atwater Pilsner,3.4
Farmhouse Wytchmaker Rye IPA,3.4
1900 Amber Lager,3.4
St. Benedict's Winter Ale,3.4
Maple Nut Brown Ale,3.4
10th Street Cherry Wheat,3.4
Saison 2.1,3.4
Tuborg Weihnachts Pilsener,3.4
Mardi Gras Bock,3.4
Red Dragon Smoked Amber Ale,3.4
White Christmas Spiced Winter Lager,3.4
La Délirante,3.4
Black Strap Porter,3.4
Belgian Whitecap,3.4
Brewer's Art Scarlet Fever,3.4
Goldies Blond Ale,3.4
Barley's Jack D. Frost,3.4
Meatlocker Barrel-Aged Smoked Porter,3.4
COCO Beware,3.4
Stonehenge,3.4
Reudnitzer Heller Ur-Bock,3.4
Offwidth,3.4
80 Shilling Ale,3.4
Terrapin Golden Ale,3.4
Blandford Fly,3.4
Pong Beer Lite,3.4
Concordia Cream Ale,3.4
Eisenbahn Oktoberfest,3.4
Winter Biere De Garde,3.4
Frog Island Saison,3.4
ASB 99,3.4
Uncle Fester,3.4
Stony Bar Scotch Ale,3.4
Sonoran 200,3.4
Little Devils Golden Ale,3.4
Volcanes Del Sur Premium Bock Artesenal Chocolate,3.4
Sundance Amber Ale,3.4
Karma,3.4
Grateful Harvest Cranberry Ale,3.4
The Rogue Hop,3.4
Bermuda Schwarz,3.4
Saranac Dunkel Lager,3.4
Joup,3.4
Southport Branford Red,3.4
Alewives Hefeweizen,3.4
Honey Blonde Ale,3.4
Helvick Gold,3.4
Staropramen Lager,3.4
Standing Stone Munich Lager,3.4
Alchemy Ale,3.4
Bump In The Night (Brewmaster Reserve 2011),3.4
Bull Rock Kolsch,3.4
Red Admiral,3.4
Heartland's Orange Thyme Pale,3.4
Primal Pale Ale,3.4
"Spendrups Mariestads 7,2",3.4
Cascade Blonde,3.4
"Mariestads Höstbrygd 3,5",3.4
Jack Russell Harvest Apple Ale,3.4
Los Gatos Stoat,3.4
Castle,3.4
Detroit Beer Co. Red Eye Rye,3.4
Slow Elk Oatmeal Stout,3.4
Iceni Rasberry Wheat,3.4
Etoile Du Nord,3.4
Antique Amber Lager,3.4
Tornado Alley Amber,3.4
Killicks Madness,3.4
Yebisu (Premium),3.4
Pro Bono Publico Porter,3.4
Saint Arnold Texas Wheat,3.4
Margi's Malt Liquor,3.4
Carolina 9th Anniversary Ale,3.4
Bastogne Blonde Ale,3.4
Hertog Jan Karakter,3.4
McNeill's Professor Brewhead's Brown Ale,3.4
First Pull IPA,3.4
Pale Ryder,3.4
Sugar Hill Golden Ale,3.4
Eden Special Bitter (ESB),3.4
Gettysburg Golden Ale,3.4
Dahlonega Belgian Strong Golden,3.4
Chasing Deer,3.4
Dead Horsey Porter,3.4
Short's Key Lime Pie,3.4
Virgin Islands Pale Ale,3.4
Burton Best Bitter,3.4
St. Austell Tinners Cornish Ale,3.4
Stegmaier White Ale,3.4
Arcadia Berry White,3.4
Rychtá&#345; Natur 12°,3.4
Gryphon,3.4
Lammin Sahti 25v. Juhlaolut,3.4
Rahr's Red Amber Lager,3.4
One Hop Pale Ale (Sorachi Ace),3.4
Bushwacker Brown Ale,3.4
Cortez,3.4
Scarab Red,3.4
Sun Village - Zest,3.4
Prykmestar Savu,3.4
Wild Ox Wheat,3.4
Allston Beer,3.4
Druid's Porter,3.4
Three Rivers Gold,3.4
Celtic Pride Irish Stout,3.4
St. Peter's Organic Ale,3.4
Edgefield Wheat,3.4
Schorschbräu Donner Bock,3.4
Rince Cochon,3.4
Kiper Lager,3.4
Dundee English-Style Ale,3.4
Founders Weizenbier,3.4
Økologisk Thy Humle,3.4
Clemente Cream Ale,3.4
Dundee Pale Bock Lager,3.4
Dragons Milk Stout,3.4
Witch Hop,3.4
Highlands Belgian Witte,3.4
Sweetwater Blue,3.4
Sofiero Julöl,3.4
Ice Rock Canadian,3.4
Hale's Special Bitter,3.4
Bad Luck Blonde,3.4
Copperline Amber Ale,3.4
Crop Circle,3.4
Old Classical Kvass,3.4
Sunfish Wheat,3.4
11th Hour IPA,3.4
Renegade Red Ale,3.4
Nugget,3.4
Southampton Black Saison,3.4
Earth Thirst Double IPA,3.4
Barleywine 2010,3.4
Old Nebby Stock Ale,3.4
Fontaine Du Diable,3.4
Tetley's Smoothflow,3.4
Tun Razz,3.4
O' Ryans Oatmeal Stout,3.4
Colonial Kölsch,3.4
Alter Bahnhof Pils,3.4
Hougaerdse DAS,3.4
Ledenika,3.4
Etna Ale,3.4
Amber Maple,3.4
Arbor Brewing JB's Downtown Brown Ale,3.4
Green Flash Anniversary Ale 2005,3.4
Dos Rios Amber Lager,3.4
Paddler's Porter,3.4
Tank Town Brown,3.4
Natte,3.4
White Birch Indulgence Ale,3.4
Bitter Creek Road Kill Alt,3.4
Küppers Kolsch,3.4
Oaked Butt Head Bock,3.4
R.J. King Wingwalker Winter Brew,3.4
Abita Select Oatmeal Stout (DUPLICATE),3.4
The Governor,3.4
Northumbrian Brown Ale,3.4
Hollywood Blonde,3.4
König Sahl Pilsener,3.4
Canon,3.4
Monte Carlo Belgian Style,3.4
The Chronic,3.4
Griess Kellerbier,3.4
Schlafly Framboise,3.4
Blond Omen,3.4
Meister Pils,3.4
La Houffe,3.4
Heavenly Hefeweizen,3.4
Lake Placid Shot In The Dark IPA,3.4
Dark Horse Black Beer,3.4
Elderflower,3.4
Hearth Warmer,3.4
Golden Wheat,3.4
Blimp Hangar Porter,3.4
Hirter 1270,3.4
Harpoon Catamount Maple Wheat (100 Barrel Series #26),3.4
India Dark,3.4
Luau Lager,3.4
Strand Stout,3.4
Bourbon Barrel Aged Doppelbock,3.4
Popper Svetlè Pivo,3.4
Holiday Rosemary Porter,3.4
Hofdraak,3.4
Lovefest,3.4
Black Friar,3.4
TireRing IPA,3.4
St Arnou Pilsner,3.4
Jessenhofke Triple,3.4
Villée (Bière Blanche à L'Eau De Villée),3.4
Hoppin' Vice,3.4
Mad Belgian,3.4
Chapeau Kriek Lambic,3.4
Evolutionary IPA,3.4
Rip Van Tinkle,3.4
77 Lager,3.4
Plutonium Porter,3.4
Tongerlo 6 Dubbel Blond,3.4
Saranac Adirondack Lager,3.4
Twister Creek IPA,3.4
Saranac Chocolate Lager,3.4
Palmers Resolution,3.4
Colonel Hops Red Ale,3.4
Lübzer Urkraft,3.4
HogsBack Vintage Lager,3.4
3 Ravens 55,3.4
Takau Hefeweizen,3.4
Midland Trail Colorado Pale Ale,3.4
Weismainer Krone Pils,3.4
Dude XXIPA,3.4
Leaper,3.4
Pyramid IPA,3.4
Purple Gang Pilsner,3.4
1825,3.4
Kross Brueghel Blonde,3.4
Jopen Adriaan,3.4
Widow Maker Black Ale,3.4
Gold Crown Premium Beer,3.4
Einfach Weizen,3.4
Double Trouble,3.4
Memminger Schwarz Lager,3.4
Lancaster Bomber,3.4
Zlaty Bazant Nealk,3.4
The Gauntlet (With Key Lime & Honey Tangerine),3.4
Carolina Pale Ale,3.4
MacLean's Country Organic Ale,3.4
Fürstenberg Weizen Hefe Helles,3.4
Canadian Malt,3.4
Falkensteiner Ur-Schwarze,3.4
Saison 7 (Farmhouse Brewing),3.4
Golden Pheasant,3.4
Barrel Aged Pritchard #4,3.4
Midtfyns Jule Ale,3.4
Golden Promise Ale,3.4
Kaiserdom Alt-Bamberger Dunkel,3.4
Elevator 1810 Oktoberfest,3.4
Satsuma Merzen,3.4
Schlägl Kristall,3.4
James Squire Colonial Wheat Beer,3.4
Op-Ale Speciale,3.4
Störtebeker Pilsner,3.4
Orale,3.4
Kera Piruka,3.4
Mr. C.'s Pale Ale,3.4
Slight Return,3.4
East Coast India Pale Ale,3.4
Jubilee Strong Ale,3.4
New Holland Belgian Golden Ale,3.4
Summerfest Lager,3.4
Local Logger,3.4
Fairview Farmhouse Ale,3.4
Carlsberg C47,3.4
Artevelde,3.4
BJ's Oktoberfest,3.4
Boo Brew,3.4
Northern Mild Nut Brown Ale,3.4
Neumarkter Lammsbräu Light,3.4
Starlight Lager,3.4
Nunmoere Black ABA,3.4
Double Maple,3.4
River Falls Red Ale,3.4
Muddy Bottem Porter,3.4
1516 Bavarian Lager,3.4
Von Raven Pilsener,3.4
Pumpkin Patch,3.4
Texels Wit,3.4
Annapurna Amber,3.4
Powell Porter,3.4
Not Just Some Oatmeal Stout,3.4
Firken Belgian Tripel,3.4
Zulte Brune Légère,3.4
Rose Blanche,3.4
Taxi Pilsner,3.4
Chanvre Noire,3.4
Blake's Gosport Bitter,3.4
Alaskan White,3.4
Phylosophale Auburn,3.4
Black Iron India Pale Ale,3.4
Buffalo Bill's Blueberry Oatmeal Stout,3.4
Single Chair Ale,3.4
Malmedy Blonde,3.4
Jurand Mocne,3.4
Sticke'y Monkey,3.4
Kong Kolsch,3.4
Shingle Hop,3.4
La Folle Du Roi,3.4
Herkenrode Tripel,3.4
Batch 372,3.4
Drake's Belgian Ale,3.4
Bring Me A Shrubbery Ale,3.41
Nüa Bionda,3.41
Tuvi Tuvi,3.41
Barley Wine Ale,3.41
Espresso Brown,3.41
Cuvée Du 8ème,3.41
Tented Kilt Scottish Ale,3.41
Hale's Red Menace Big Amber,3.41
Founders X-mas Porter,3.41
Amber,3.41
Chocolate Chocolate Orange Porter,3.41
Big Wednesday Belgian IPA,3.41
Red Tail Pale Ale,3.41
Dundee Pilsner,3.41
Abracadabra Brown Ale,3.41
Dragon Stout,3.41
Lips Of Faith - Sahti,3.41
Hopfenkopf,3.41
Chocolate Porter,3.41
Lips Of Faith - Transatlantique Kriek,3.41
Harvest Moon Wheat,3.41
Carburetor,3.41
Bavaria Kristall Weizen,3.41
The Gospel,3.41
Frog Island Amber Ale (brewed By Stoney Creek),3.41
Stroh's Dark,3.41
Defiance,3.41
Mountain Hawk Red Ale,3.41
Mission Hefeweizen,3.41
Plymouth Rock Pumpkin Ale,3.41
Seven Mules Strong Ale,3.41
Iron Mine Pale Ale,3.41
Eastern Sierra Lager,3.41
May Gold,3.41
Bowland Pendle Porter,3.41
Falcon Pilz,3.41
Mohawk Vs Goldings,3.41
Java Jonas,3.41
Sour Cherry Stout Aged In Bourbon Barrels,3.41
Baltika #4 Original (Dark),3.41
La Gaspésienne,3.41
Wee Willy Scottish Export,3.41
Schwartz Bier,3.41
Black Saddle,3.41
Young And Jacksons Naked Ale,3.41
Minerva Conmemorativa Panamericanos 2011,3.41
Thomas Hooker American Pale Ale,3.41
Flying Dutchman Wit Bier,3.41
UFO Hefeweizen,3.41
Pear Wit,3.41
Bowen Island Hemp Blonde Ale,3.41
Double Chocolate Imperial Stout,3.41
Raasted Kaffe Stout,3.41
Pfeifferhorn Lager,3.41
Pfungstädter 1831 Schwarzbier,3.41
Cardinal Sin,3.41
Angelino Pale Ale,3.41
Black Irish Porter,3.41
Yellowjacket IPA,3.41
Rainy Season Black Ale,3.41
Minnesota Wild Rice Ale,3.41
Erdinger Weissbier,3.41
10th Anniversary Oak Aged Rye Barleywine,3.41
Saranac Black Lager,3.41
LA-31 Grenade,3.41
3 Ravens Rye,3.41
Saxer Dark Bock,3.41
Berghoff Hefe-Weizen,3.41
Ossett Mellow Yellow,3.41
Saxer JackFrost Winter Doppelbock,3.41
Wolaver's Witbier,3.41
Scalehouse Bock Dark,3.41
Carolina Summer Wheat,3.41
Sustenance Belgian Tripel,3.41
Borefts Bok,3.41
Master Brew Kentish Ale,3.41
Trader IPA,3.41
Black Wit-O,3.41
Lilja's Hop Nest Monster,3.41
Wolaver's (Organic) Pumpkin Ale,3.41
Kohinoor Indian Premium Lager,3.41
Ringwood Best Bitter,3.41
Black Mountain Juanderful Wheat,3.41
Raspberry,3.41
Unser Schlaubetaler Landbier,3.41
Grandpa's Gold Wheat Ale,3.41
Flatlander IPA,3.41
Spring Steel,3.41
Rail Yard Ale,3.41
Litovel Moravan,3.41
Rio Grande IPA,3.41
Piper's Pale Ale,3.41
Golden City Red Ale,3.41
Hail Mary Belgian-Style IPA,3.41
Painted Lady,3.41
Danish Royal Stout,3.41
Willoughby Lost Nation Pale Ale,3.41
Mad Bishop,3.41
Red Sky Ale,3.41
In With The New IPA,3.41
Middle Villa Beetle Bug Light,3.41
Taxis 14° Svelty Special,3.41
Blåkulla,3.41
Laurel Country White,3.41
Canyon Cream Ale,3.41
Poppin' Pils,3.41
La Récompense,3.41
Agave Wheat,3.41
Breznak Lager,3.41
Good Elff,3.41
Lizard Head Red,3.41
Gosebier,3.41
Belgoo Arbo,3.41
Black Forest Helles,3.41
Weizen,3.41
Gripman's Porter,3.41
Drei Kronen 1308,3.41
Back Yard India Pale Ale,3.41
TBonz Market Street Wheat,3.41
Dunklesbier,3.41
Farrotta,3.41
Centennial Pale Ale,3.41
Walker's Ale,3.41
Carrabassett Harvest Ale,3.41
Belgian Triple,3.41
Twain's Leaping Frog IPA,3.41
Experimental Red,3.41
Bushvar Czech Pils,3.41
Fallen Timbers Red Ale,3.41
Le Houblon Rose,3.41
Bios Kriek,3.41
Treasure Chest,3.41
Brother Benedict's Bock,3.41
Saku Hele,3.41
"Patch Porter, The",3.41
Traverse Brewing Manitou Amber Ale,3.41
Vrouwe Van Gramsbergh,3.41
Down 'n' Outz,3.41
Sugar Moon Maple Ale,3.41
Joker Dunkel,3.41
Garde Dog,3.41
1913 Traditional Kolsch,3.41
Session Ale #04.1: Mild Sour Ale,3.41
Biere De Scharrach Blonde,3.41
True Blonde Ale,3.41
Colonial Gold,3.41
Grizzly Peak Roggen,3.41
Toasted Brown Ale,3.41
Hoppy Claus Holiday Ale,3.41
Blonde Bombshell,3.41
Angel,3.41
L'Abbeye De Marquette,3.41
B-Line Barley Wine,3.41
Great Lakes Grassroots Ale,3.41
Pinnacle Bitter,3.41
Tafel,3.41
Belle Vue Framboise,3.41
Brother Walfrid's Irish Ale,3.41
Whole Hog Six Hop IPA,3.41
Oettinger Hefeweissbier,3.41
Wilburfest,3.41
Samuel Adams Summer Ale,3.41
Lightning Strike Stout,3.41
Belle Gueule Lager D'hiver,3.41
ABC Extra Stout,3.41
Motor City Brewing Nut Brown Ale,3.41
Defender's Choice Premium Lager,3.41
Wave Warrior IPA,3.41
Gadd's Mild,3.41
Klosterbier-Hell,3.41
Terrapin Hopped-Up Hopsecutioner,3.41
Brown By Law,3.41
KB Genuine Draft,3.41
Austral Lager,3.41
Monte Carlo Raspberry Brown,3.41
Black Diamond Porter,3.41
Oblivion Express,3.41
Barley's Hefe Weiss,3.41
Cantillon Gueuze Vélomoteur,3.41
UniversAle Pale,3.41
Buzzards Bay India Pale Lager,3.41
The Little Red Pils,3.41
Crooked Stave Pure Guava Petite Sour,3.41
Arizona Centennial Ale,3.41
Raasted Pale Ale,3.41
Rooster's - Wild Mule,3.41
Parkin's Dark,3.41
Roebling Vanilla Espresso Porter,3.41
Black Panther Premium Stout,3.41
Copper Canyon Alt,3.41
Port Townsend Amber,3.41
Grumpy Bear Honey Wheat,3.41
Farm Hand,3.41
La Cré Tonnerre,3.41
Tennent's Velvet,3.41
Gnarl Ridge IPA,3.41
Schönramer Dunkel,3.41
Pendle Porter,3.41
Longboard Island Lager,3.41
Kuhnhenn Heather Ale,3.41
Kuhnhenn Imperial Classic American Pilsner,3.41
S:t Eriks Pale Ale,3.41
S.O.S.,3.41
Buckleys Bitter Ale,3.41
Schooner Porter,3.41
Turla Rye Brown,3.41
Farmer's Cream Ale,3.41
Double Maxim Premium Brown Ale,3.41
Banana Beer,3.41
Braven Apostel Kerstbier,3.41
Bohemian Swinger Pilsner,3.41
Saranac Irish Red Ale,3.41
Wolverine Wheat,3.41
Cornish Mutiny,3.41
Winter Bockle,3.41
Upland Valley Hefe-weizen,3.41
Kuhnhenn 313 Ale,3.41
Zwettler Export Lager,3.41
Ultimo Hombre Wheat Beer,3.41
2011 Cleveland Beer Week Hoppy German-Style Altbier,3.41
Wiru Premium,3.41
Lösch-Zwerg Pils,3.41
Smoked Pumpkin Porter,3.41
Cannonball Red,3.41
Arran Blonde,3.41
Northstar,3.41
Saison De Noël,3.41
Nickel Brook Maple Porter,3.41
Thunderweizen,3.41
Goldings,3.41
Ringneck Schwartzbier Black Lager,3.41
Lancelot Bogue D'Or,3.41
Premium Beer - Organic,3.41
Hop Bomb Double IPA,3.41
Dahlonega Raspberry Lambic,3.41
Schlägl Abtei Pils,3.41
Ryogoku Beer Station Pilsner,3.41
Tortuga Ale Co. Chocolate Stout,3.41
Louie's Ultimate Pale Ale,3.41
Kelt 10,3.41
Mendocino Spring Seasonal Bock,3.41
Bartleyville Rye,3.41
1919 - Choc Beer,3.41
Grizzly Mountain Stout,3.41
St. Magnus Heller Bock,3.41
Hocus Pocus,3.41
Dunk'l Amber Wheat Beer,3.41
Primátor 24% Double,3.41
Bristlecone Brown,3.41
Old Wobbly,3.41
Mora Amber,3.41
Peace Pipe Pale Ale,3.41
L'ange Gardien,3.41
Leinenkugel's Sunset Wheat,3.41
Duc Ale,3.41
Hockley Valley Peanut Butter And Jam Ale,3.41
Banks's Bostin Bitter,3.41
Does This Muumuu Make Me Look Hefe,3.41
Dunkel Premium,3.41
R.K.'s India Pale Ale,3.41
Theakston Mild Ale,3.41
Greene King IPA Draught Bitter,3.41
Metolius Golden Ale,3.41
American Amber Lager,3.41
Red Brick Bock,3.41
AC Golden Saison,3.41
Alphand Blonde,3.41
Dog Soldier,3.41
East Chop Lighthouse,3.41
"Isotopes Triple \"A\" Blonde",3.41
Flyer's Proptoberfest,3.41
Sweet Cherry Beer,3.41
Schüttinger Dunkel,3.41
Red Wings,3.41
OBP Squared (Orange Blossom Pilsner Squared),3.41
Santa's Butt,3.41
Insanely Bad Elf,3.41
Grandma's Rich Porter,3.41
Lvivske Porter,3.41
Wells Eagle IPA,3.41
Belgian-Style Abbey Ale,3.41
Leaf Peeper Pils,3.41
Saison Del Sol,3.41
DuClaw Imperial Wit (eXile Series X-2),3.41
Mudslinger Spring Ale,3.41
Yuengling Bock,3.41
Last Drop Brewhouse Wheat,3.41
Olde Peninsula Honey Cream Ale,3.41
Demo,3.41
Mélusine,3.41
Clipper Gold Hefeweizen,3.41
Winter Cheer Ale,3.41
Saphir Weiss,3.41
Brewhouse Bitter,3.41
Kung Inge,3.41
Giants Head Gold Canadian Ale,3.41
Robert's Red Ale,3.41
Vallon,3.41
Dubbel Happy,3.41
Drake's Stygian Witches,3.41
Sweetwater Fourtwillow,3.42
Ybor Gold Gaspars Porter,3.42
Woodstock Wheat,3.42
Monty Python's Holy Grail Ale,3.42
Mad Scow Stout,3.42
Ybor Gold Brown Ale,3.42
La Dragonne,3.42
Special Ops IPA,3.42
Abbaye De Saint Bon-Chien Grand Cru (Aged In San Giovese Barrels),3.42
Big Horn Chocolate Cream Stout,3.42
Freehouse Cream Ale,3.42
Boo Berry,3.42
Engine House IPA,3.42
Mysterious Amber Ale,3.42
Visitante 212,3.42
Red Mountain Ale,3.42
Emigration Amber Ale,3.42
Arbor Brewing Bavarian Bliss,3.42
Laurentina Premium,3.42
Space Cadet Stout,3.42
Birra Madre,3.42
Imperial Aviator Red (R&D Prototype),3.42
Legs Diamond Pale Ale,3.42
Christmas Ale 2010,3.42
Whole Hog Russian Imperial Stout,3.42
Batch 19,3.42
Czechoslovakian Original Lager,3.42
Hell Export Lager,3.42
Baby Got Bock,3.42
Runkle Red,3.42
Belzebuth,3.42
Steam Whistle Pilsner,3.42
Firehouse Light,3.42
Old Man Ale,3.42
Afanasy Porter,3.42
Tail Yanker,3.42
Rauchroggen Bock,3.42
Unfiltered Blonde Ale,3.42
Thunder Canyon Tumbling Plumbleweed,3.42
Tuatara Hefe,3.42
Monte Carlo High Roller Red,3.42
Summertime Ale,3.42
Scheldebrouwerij Strandgaper,3.42
Zydeco Zipper,3.42
Henry Weinhard's Classic Dark Lager,3.42
Black Art Black Premium Beer,3.42
Lengthwise Seasonal Brown Ale,3.42
Firestone Lager,3.42
Smokey Bacon Brown,3.42
Curley's Irish Stout,3.42
Cane Fire Red,3.42
Hercules Trippel,3.42
Bock Holiday,3.42
Whistle Whetting Wheat,3.42
Shiva Ratri,3.42
Sangre De Frambuesa,3.42
House Ales Cause Of Death,3.42
Presidential IPA,3.42
Glencoe,3.42
Eldred Rock Amber,3.42
Nearly Legal Blonde,3.42
Bull Rock Peach Kolsch,3.42
Beaters' Winter Ale,3.42
Kuhnhenn Mayhem,3.42
Mansfield Millennium Ale,3.42
Ropes Golden Wheat,3.42
Chief White Warrior,3.42
Naked Lap Lager,3.42
Saranac Pomegranate Wheat,3.42
Phred's Nightcap 1996 (Rogue's Old Crustacean),3.42
Hix Pale Ale,3.42
Gritty McDuff's Pub Ale,3.42
Main Street Brown Ale,3.42
Token Från Öland,3.42
Brown's IPA,3.42
Moose Pond Ale,3.42
Shopsko Svetlo,3.42
Jamieson Summer Ale,3.42
Vedett,3.42
Smuttynose JD Barrel Aged Hanami,3.42
Spruce Ale,3.42
Arctic Fox English Pale Ale,3.42
Spingo Middle,3.42
Crew Lager,3.42
Synapse ESB,3.42
Blue Sky Pilsner,3.42
Clockwork Orange Cream Ale,3.42
Wade's Mane,3.42
Slag Lager Beer,3.42
Thoroughbred,3.42
Northern Lights Bock Beer,3.42
Mustang Washita Wheat,3.42
Barnsley IPA,3.42
Porter Cerise,3.42
Undertow Autumn Ale,3.42
Halloween Ale,3.42
Ringneck Chesnut Brown Ale,3.42
Gentlemen's Pale Ale,3.42
Nickel Brook Uniek,3.42
Bolinas Best Bitter,3.42
Porter Porter (471 Series),3.42
Black Shag Stout,3.42
Stoke Dark,3.42
Hookerman's Light Ale,3.42
Bräu Im Moos Dunkel,3.42
Matilda Bay Redback Original,3.42
Provider Pale Ale,3.42
Lazy Saison,3.42
Owd Rodger,3.42
Bush Blonde,3.42
Craftsman Fireworks Saison,3.42
Metacool Maltuwanna,3.42
Centurion Barleywine Ale,3.42
Steamboat Pale Ale,3.42
Sudds Lager,3.42
Fleur D'Oranger,3.42
Murray's Angry Man Pale Ale,3.42
Heylissem Brune,3.42
Løkken Forårsfornemmelser,3.42
Rendezvous Porter,3.42
Michelob Porter,3.42
Arcobräu Bavarian Wheat Beer,3.42
Ice Fog IPA,3.42
Hyhemp Beer,3.42
Mönchshof Original,3.42
Greenland Pale Ale,3.42
Hawthorn Brewing Co. Pilsner,3.42
"Rudolf Ren Ale (5,6% Version)",3.42
Mater Witbier,3.42
REDD'S,3.42
Eastern Promise,3.42
Taybeh Amber,3.42
Olimpia Kvas,3.42
Trafalgar Hop Nouveau 2009,3.42
Port's Czech Pils,3.42
Dirty Blonde Premium Ale,3.42
Original Lager,3.42
Wheezy Heifer,3.42
Alter Ego Altbier,3.42
Extra Pale Ale,3.42
Red Ale,3.42
Globe Ale,3.42
Cucapá Obscura,3.42
Gunslinger IPA,3.42
Face-Off,3.42
Farmer Ted's Cream Ale,3.42
"Filthy Red Head (Part II, 100% Brett)",3.42
Victoria Light,3.42
Almond Stout,3.42
Old Buccaneer Reserve,3.42
Summer Blonde,3.42
Eliot Ness Stout,3.42
Sunday's Honey Golden Ale,3.42
Monticello Reserve Ale,3.42
Colonial Festbeer,3.42
Atwater's Lager,3.42
Crater Lake Golden Ale,3.42
Brockton IPA,3.42
Kokopelli IPA,3.42
Oasis Amber,3.42
