beer/brewerId,beer_names,brewer_average
26439,"Freestyle Series #2, Farmhouse Pale Ale, Oxtoberfest, Saison Noel, Freestyle Series #1",4.07
26624,"Fosca Stout, Art Coure",4.07
26806,"Windjammer, Alternator, Metalman Pale Ale",4.07
27322,"Freshie, Disorderly Strong Ale",4.07
4,"Allagash Fluxus 2008, Allagash Yakuza, Allagash Gargamel Ale, Allagash Kinison, Allagash Confluence - Raspberry, Allagash White, Allagash Tripel Ale, Allagash Coolship Balaton, Allagash Old HLT, Allagash Summer Ale, Allagash Interlude, Allagash 11th Anniversary Ale, Allagash Indigenuts, Allagash FOUR - Bourbon Barrel Aged, Allagash Curieux (Bourbon Barrel-Aged Tripel), Allagash Ghoulschip, Allagash Grand Cru, Allagash Thing 1, Allagash My Brother Daryl, Allagash Lawrence (Larry), Allagash Mattina Rossa, Allagash Victor Francenstein, Allagash Fluxus 2011, Allagash Burnham Road, Allagash Dubbel Ale, Allagash Little Big Beer, Allagash Odyssey, Allagash Rosa, Allagash Victor Ale, Allagash Fluxus 2009, Allagash Coolship Resurgam, Allagash Coolship Cerise, Allagash Fedeltá, Allagash Tripel Roselaire, Allagash Bruin Ale, Allagash Coolship Red, Allagash Confluence Ale, Allagash Drunken Promise, Allagash Blonde Ale, Allagash 10th Anniversary Ale - Bourbon Barrel Aged, Allagash Fluxus 2007, Allagash Inoculator, Allagash Big Little Beer, Allagash Victoria Ale, Allagash FOUR, Allagash Hugh Malone, Allagash Batch Ale, Allagash Speciale Reserve, Allagash Fluxus 2010, Allagash Vrienden, Allagash Black, Allagash Vagabond Ale, Allagash Lyon's Folly, Allagash Avancé, Allagash My Other Brother Daryl, Allagash Musette - Dry Hopped, Allagash Black - Bourbon Barrel Aged, Allagash Thing 2, Allagash Musette, Allagash 10th Anniversary Ale",4.07
4629,Quarryman Saison Etrange,4.07
464,"Rothaus Pils Tannen Zäpfle, Rothaus Hefeweizen, Rothaus Eis Zäpfle, Tannenzäpfle, Rothaus Marzen Export",4.07
7325,Wöllnitzer Weißbier,4.07
922,"Trappist Achel 5° Blond, Achel Extra Blond, Trappist Achel 8° Blond, Achel Trappist Extra, Trappist Achel 8° Bruin, Trappist Achel 5° Bruin",4.07
9283,"Märzen, Hochzeitsbier, Monte Torro",4.07
13768,"Pilsner, Summer's End, Wicked Big Stout, Snow Slaker WInter Lager, X-IPA, Chocolate Porter, The Hef, Naked Stout, Chair City Pale Ale, Vienna Lager, Face-off, Facelift IPA, Dave's Double (Doppelbock), Oma's Altbier, Dave's Double",4.06
16410,"Lemon Meringue Berliner, Sex Panther Black IPA, Pineapple Wheat, The Rabble Dunkelweizen, Last Snow, BBL-1, Tripel Lindy, Pineapple Hop Gun, Maple Bacon Coffee Porter, Piiti Porter, Hop Gun, Passionfruit Berliner Weisse, Espresso Piiti Porter, Wide Awake It's Morning, Red Dawn, Trappist, Vanilla Stout, No Crusts, Piña Colada Wheat, Mango Chili Wheat, Sour Banana, Nikolai Vorlauf - Bourbon Oak Aged, Brandy Barrel Piti Porter, Peach Berliner, Barefoot Buddha, Missionary Ale, Ich Bin Lime Berliner, Angie's Carjack Ale, Nib Smuggler, Blueberry Cobbler, Bonita Applebaum, Floridian Hefeweizen, Berliner Raspberry, So Thank You Music Ginger Wheat, Vanilla Espresso Piiti Porter, Raspberry Wheat",4.06
20634,Steerweisse,4.06
20982,"Blind Pig Belgian Pale Ale, Blind Pig Belgian Stout, Blind Pig Belgian Peach Wheat, Blind Pig Cherry Milk Stout, Blind Pig Winter Barleywine, Blind Pig American Black Ale, Blind Pig Rauch Heller Bock, Blind Pig India Pale Ale, Blind Pig Hefeweizen, Blind Pig Replicale, Blind Pig Vienna Lager, Blind Pig Witbier, Blind Pig Spooky Coincidence Abbey Dubbel, Blind Pig Belgo-American IPA, Blind Pig Imperial IPA, Blind Pig Snow Shovel IPA, Blind Pig Oatmeal Stout, Blind Pig Dark Mild, Blind Pig Uber Weizen, Blind Pig Olde Smitty Winter Warmer, Blind Pig Birthday Saison, Blind Pig American Pale Ale, Blind Pig Biere De Noel",4.06
21378,Stadtguet Amber,4.06
22167,"The Worthy Adversary, The Libertine, Sweet Child Of Vine, War And Peace, Lonely Blonde",4.06
23649,"Porter Noir, Statesman, Humulus Lupulus Maximus, Luxe, Copper Tart, Deception, Stuntman",4.06
23697,"Franklin DIPA, Franklin Junior",4.06
24,"Traquair 2020, Traquair Bear Ale, Traquair 900, Traquair 2010, Traquair House Ale, Traquair House Stuart Ale, Traquair Jacobite, Traquair House Ale 1000th Brew, The Lairds Liquor",4.06
24018,"Black Metal Imperial Stout, Drink'in The Sunbelt, Thrash Metal Farmhouse Strong Ale, Das Wunderkind, Noble King Hoppy Farmhouse Ale, Le Petit Prince Farmhouse Table Beer, Whiskey Barrel Commercial Suicide, Boxer's Revenge, Farmhouse Wytchmaker Rye IPA, Commercial Suicide, Wytchmaker Rye IPA, Wine Barrel Commercial Suicide, Bonnie The Rare, Farmhouse Black Metal",4.06
25428,"Espresso Porter, Tuff Session Ale, Canadian Rye And Vanilla Infused Porter, Hoppin' Cretin IPA",4.06
263,"Aecht Schlenkerla Eiche, Aecht Schlenkerla Fastenbier, Aecht Schlenkerla Rauchbier Urbock, Aecht Schlenkerla Helles Lagerbier - White Wine Barrel Aged, Aecht Schlenkerla Rauchbier Märzen, Aecht Schlenkerla Krausen, Aecht Schlenkerla Helles Lagerbier, Aecht Schlenkerla Rauchbier Weizen",4.06
27016,"Slumbrew Porter Square Porter, Slumbrew Flagraiser IPA, Slumbrew Happy Sol",4.06
11749,"La Brune Du Flo, Cuvée St. Antoine",4.05
11974,"Petoskey Pale Ale, Whaleback White, Good Harbor Golden Ale",4.05
14771,"Graff Toerring Bock, Graff Toerring Export Hell",4.05
15324,"Westside Trippel Lindy, Coltrane Belgian Ale, 10W-30 Imperial Oatmeal Stout, The Great Pumpkin Ale, French Beauty, Echo St. IPA, The Question, Oktoberfest Lager, Reserve 500, Decadent Brown Ale, Tabla Saison, Saison DuBob, BR-549 Pale Ale, Doctor Moran's Dunkelweizen, Pms Smoked Molasses Porter, Georgia Peach Honey Wheat Beer, Connemara Irish Red Ale, Flying Monkeys (Vliegende Aapen) Golden Ale, Golden Number Ale, Shakti Saison, Cowbell, Black Beauty, Pepe Le Pew Skunky Saison, Duck-billed Platypus Belgian Pale Ale, Pacemaker Pale Ale, Rye Saison, Venus Wit, Poltergeist ESB, The Grape Ape, Synesthaesia, AK-47 Mild Ale, Adam's Grand Cru Belgian Golden Ale, Amber Alert, Mighty Aphrodite Imperial White Beer, Dark Saison, Spring Bock, Amberlicious ESB, Big Boy Double IPA, Weiss Asse Weizenbock, Quinte55ence, Whisky Barrel Aged Quinte55ence, Haiku Belgian Tripel, Lord Barfly's Re-Session Ale, ASB (American Special Bitter), Plan B IPA, Dark Star Stout, Cloud Nine Barleywine, Whiskey And Oak Black Beauty, 5 Golden Rings Wassail, Bunker Hill Pale Ale, Watermelon Wheat, Bear's Beer Belgian IPA, Garden Gnome Trippel, Crouching Tiger (Hidden Poulet) Saison",4.05
15813,"\"See No Evil\" American Pale Ale",4.05
20781,Caru' Cu Bere,4.05
21154,"Stumpknocker Pale Ale, Catherine's Inspiration, Wild Night Honey Cream Ale, Loblolly, Catherine's Passion, Big Nose IPA, Hoe Hoe Hoe, Cottonmouth Wit, Hoggetowne Irish Red, Midnight Oil Stout, 10-10-10 IPA (Whiskey Barrel Aged), Blueberry Cottonmouth Wit, 10-10-100 IPA, Papaya Big Nose IPA, Chipotle Infused Stumpknocker, Blackwater, Smoke Signal - Chipotle Infused, Smoke Signal, Springboard, Island Hop Pale Ale, Stubbies Swamp Stout, Saison Du Swamp, 10-10-10 IPA",4.05
22512,"Trapp Maibock, Trapp Baltic Porter, Trapp Summer Lager, Trapp Golden Helles Lager, Trapp Green & Gold, Trapp Oktoberfest, Trapp Bourbon Barrel Bock, Trapp Winter Geist, Trapp Dunkel Lager, Trapp Trostenbier, Trapp Vienna Lager",4.05
24803,"Sauvignon Blanc Barrel Fermented Saison, Descendant Suffolk Dark Ale, An Dreoilin, Mystic Entropy, Mystic Cabernet Sauvignon Barrel Fermented Descendant, Mystic Saison, Bourbon-Barrel Aged Descendant Suffolk Dark Ale",4.05
24815,"Divine Oculust, Wodan Weizen, Rauchfest, West Side Belgian-Style IPA, Harriet Pils, Saison Nourrice, Dark Abbey",4.05
24836,"Arsenal, Dunkel Weiss, Vantoberfest, Belgian Imperial IPA, Big Hitter Bitter, Der Chancellor, Coffee Porter, Wet Hop India Brown Ale, Bourbon Barrel Milk Stout, Extra Special Bitter, Saison, Belgian Wit, Passion Fruit Double IPA, Belgian Blonde, Oscar \"Red\" Dragon, Oak Aged Hop Scotch Ale, German Hefeweizen, Bohemian Pilsner, Gnarly Barley, Blueberry Wheat, Hoppy Amber, Terminally Ale, Carina, Rye Double Bock, This Ain't Your Momma's Double IPA, The Big Hitter Imperial Red Ale, Oh My Gourd, Finn McCool, Hop Scotch, Belgian Dubbel, Honey Badger",4.05
25588,IPA,4.05
25618,Angus IP«AAA»,4.05
26676,"Single Fin, Double Dry Hopped Galaxy Head High, Drift Line, Head High, Afterglow",4.05
26817,"Boat, 077XX, Brunch. Dinner. Grub., Launch, 077XX Double IPA",4.05
27084,"Blond Bier, Peerd",4.05
3123,County Porter,4.05
357,"Galaxy Pale Ale, Atlantic Amber, East Coast Double IPA, 668 The Neighbor Of The Beast, Wet Willy Scotch Ale, 668 The Neighbor Of The Beast (Oak Aged), Holiday Ale, Sea Hag IPA, Mesquite Aged Wet Willy Scotch Ale, Barrel Aged Imperial Stout Trooper, Cherry Vanilla Infused Imperial Stout Trooper, Delaney's HefeWeizen, Alpha Weizen, Imperial Stout Trooper, Oatmeal Stout, Zapata Bot, Elm City Lager, Gold Stock Ale, Cask 16, Gandhi-Bot Double IPA, Their Finest Hour, Coffee Infused Imperial Stout Trooper, Fancy Pants, 3 Judges Barleywine",4.05
4372,"Hogwarts Kölsch, Burghead \"Pict\" Heather Ale",4.05
6841,"Mellert Urbier, Mellert Pils, Hefe Weizen, Mellert Export",4.05
9904,"Biere De Brie Blonde, Biere De Brie Ambree",4.05
11977,"High Tide Hemp Ale, Pothole Filler Imperial Stout, Gold Tooth Berliner Weiss, Three Beavers Imperial Red Ale, Goodes Highland Scotch Ale, Bailout Bitter, Rail Ale Nut Brown Ale, Father John's Winter Ale, Garibaldi Honey Pale Ale, Mettleman Copper Ale, Pumpkineater Imperial Ale, Hangdog Hefe, King Heffy Imperial Hefeweizen, Hip Hops Grapefruit IPA, Rail Ale, Menage Et Trois, Timberline Pale Ale, Cinnamon Fireball Pumpkineater Imperial Ale, Megadestroyer Imperial Licorice Stout, Rockfish Red, Blueberry Hefeweizen, Devil's Elbow IPA, Whitecap Wit, Total Eclipse Of The Hop Imperial India Pale Ale, Baldwin And Cooper's Best Bitter, Diamond Head Oatmeal Stout, Boomer's Canadian Red Ale, Lager, Wooly Bugger",4.04
15634,"Jokerville IPA, Red Lady Ale",4.04
16205,"Saison Athene, Terre De Soleil, Lectio Du Chene, Saison Athene C, Pays Du Soleil, Caitlin, Wild Flower, Saison Du Chene, Vierge, Lectio Divina, Shrub, Serge, Anne, Pays Du Fleurs, Saison Athene (Citra Dry Hopped)",4.04
16868,"Dock Days Hefeweizen, Switchback Stout, Yard Sale Ale, IPA, Lakeside ESP, Double Black Diamond",4.04
1755,Huiquan Beer,4.04
17978,"Round The Bend, Big Wood Bitter",4.04
19252,"Automatic Sex Panther Strong Pale Ale, Automatic, Automatic Chocolate Rain Oatmeal Stout, Imperial Coffee Brown, Automatic Coffee Rain Oatmeal Stout",4.04
215,"Chimay Grande Réserve (Blue), Chimay Première (Red), Chimay Tripel (White), Dorée",4.04
23066,"Hop Venom Double IPA, Femme Fatale, Notorius IPA3, Girl Beer, Suge Knite, Diablo Rojo, Resurrection, Bone-A-Fide Pale Ale, Backbone Chocolate Espresso Stout, Skunk Ape, Armored Fist Double CDA, Black 13, RPM IPA, Wit Shack Wit",4.04
24299,"Reparationsbajer, Final Frontier IIPA, Black Ball Porter, Overall IIPA, First Frontier IPA",4.04
25859,"Oktoberfest, Bohemian Pilsner, Baltic Porter, Bohemian Dark Lager",4.04
25959,"Melrose IPA, The Dominator, Knucklehead Red Ale, Hoppa Smurf, Alpha Supreme, El Verano, Bulldog, Kilgore Stout, Uno Belgian Single, Punk Wheat Ale, Foam Top Cream Ale, High Five, The Equalizer Double IPA, Cascadian Love Juice, Tovarish, Full Malted Jacket, Thrillseeker IPA, Onyx, Laurel IPA, Reckless Session Ale, Tovarish With Cacao, Toasted Almond & Coconut, Warrior India Black Ale, Black Moon Rising, Hop Ninja, Breaker Pale Ale",4.04
26850,"Shart Pants: Another Tribute, Hoppy Seconds, Heaven, Maybe?!, Morning Wood",4.04
26898,"Ruhrtaler Dunkel, Ruhrtaler Helles",4.04
321,"Gnomette, La Vieille Salme (for Detrembleur, Grand Halleux), N'Ice Chouffe, Chouffe Biere De Mars, McChouffe, La Chouffe, La Myrtille D' Amélie (for Detrembleur), Blonde D' Ardenne, Kwelchouffe, La Gnomette Part II, Houblon Chouffe Dobbelen IPA Tripel, Chouffe-Bok, Brune D' Ardenne, Chouffe Biere Du Soleil, La Chouffe Royal",4.04
3768,"Pudge 72 Porter, Kösmic Kölsch, Moon Over Brabant, Neil Armstrong Ale, Re-Entry Stout, Galaxy Golden Ale, Nebula Nut Brown Ale, Parsec Porter, Kosmonaut Stout, Perigee Pilsner, Old Orbiter Doppelbock, Alien Alt, Barrel-aged Batch 500, Moondance IPA, Sun Block American Pale Ale, Yellow Moon Rice'n, Batch 500, Darkside Dubbel, Amber Lager, Pale Moon, Space Cadet Stout, Raspberry Cream Ale, Milkyway Stout, Cherry Luna, Oktoberfest, Lunar Rauchbier, Xmas In The Caribbean, 2011 ICBG Replicale, Red Moon Rye-sin', Patera Porter, Spring Forward Fall Bock, Harvest Moon, McRed, Taurus Porter, Black Zemon, Moonraker Scotch Ale, Imperial Blackberry, Moonbeam Steam, Harvest Ale, Filisko's Bock, Perseus' Oatmeal Pale, Buzz Aldren, Barely Wine, Michael Collins Replicale, Total Eclipse, Mad Charlie Lager, Chateau De Lune, Polairis Porter, Jumping Cow, Power Outage Porter, Summer Solstice Belgian Wit, White IPA, Red Planet Ale, Kosmonaut Hooch, E.xtra S.tellar B.itter, Blueberry Wit, Belgian Scotch Ale, Bella Luna Best Bitter, Apollo Red Ale, Martian Maerzen, Old Orbiter, Vienna  Lager, B.A.M. IPA, Belgian IPA, Holiday Bock",4.04
383,"Live Oak Pale Ale, Live Oak Liberator, Live Oak Big Bark Amber Lager, Live Oak HefeWeizen, Old Tree Hugger Barleywine, Live Oak Oaktoberfest, Live Oak Primus Weizenbock, Live Oak Pilz, Live Oak Roggenbier, Live Oak Liberation Ale, Live Oak IPA",4.04
4136,Double Saison,4.04
10453,"Northern Kite, Angel, Bohemia",4.03
11565,Amber Ale,4.03
11927,"Cock & Bull Monk's Habit, Taa Kawa",4.03
14,"Spinal Pumpkin, Vienna Gold, U.S. Blues Blueberry Ale, American Three Threads (Red God Version), Regatta Golden, 21 Bones Salute ESB, Skibsøl, St. Alphonzo, Black Magic, Late Harvest IPA, Winter Ale, O.P.P. (Olde Pumpkin Porter), OM, Anniversary Ale, \"The Wind Cried Mari...\" Scottish Heather Ale, Valley Ghoul, Endless Summer IPA, Pale Mild, Tiger Bite, Wolf's Irish Red Ale, Winter I.P.A., Alt-erior Motive, Collaborative Groove #1, BMF Stout, Mother Hubbard, El Mariachi, Oak Aged Weekapaug Gruit Ale, Thetford IPA, Simple, Saison du CBC, Spring Training IPA, Never Mind The Bollekes!, Oakquinox Lager, Creaky Bus, Pröjekt H50 Kölsch, 2009 Arquebus, Ch. Boswell Barrel Finish With Brett, Biere De Garde, Sledgehammer Imperial Red Ale, Bannatyne's Scotch Ale, The Colonel's Porter, CBC E.S.B. \"dank Nugs\", LuvBuzz  Espresso Stout, ESB, Three Rings Belgian-style Pale Ale, Tall Tale Pale Ale (dry-hopped With Palisade), Off-(trap)Piste Belgian-Style Grand Cru, Tall Tale Pale Ale, Honey Badger, Beantowne Espresso Stout, Resolution, Mind Left Body, Aces High, Spring Training IPA (dry-hopped With Cascade), Double Happiness, Gourd Of The Rings, Bad Knees Barrel Aged Old Ale, Sherry Cask Blunderbuss, Kissmeyer Citra Tripel, Bourbon Barrel Aged Porter, Imperial Skibsøl, Cerise Cassée American Sour Ale, The Colonel's Barrel-aged Porter, Cambridge Amber, Will's Extra Bitter, L'Amour Du Jour, YouEnjoyMyStout, Sgt. Pepper, Wilson, Resolution #9, Up On Cripple Kriek, Dunkles Weizen, Bumper Crop IPA, Cambridge Best Bitter, Biere De Miel, Bitchin Bitter, Le Saisonniere, Bitchin' Special Bitter, Half Wit, Festival Ale, Dubble Overtime, Tall Tale Pale Ale (dry-hopped With Citra), Tripel Threat, Pisser Mauvais, Great Pumpkin Ale, The Colonel's Porter (Cask Primed With English Treacle), Funky Bitch, Big Man Ale, Aestas Ale, Golden Slumbers, Red Barn Espresso Stout, Project Venus, Saisonnaire, Kriek Du Cambridge 2009, Petit Mort, Arquebus, Abbey Normal, Black Ryder, Red God IPA, Kaffir Lime - Lemongrass Ale, Berliner Kendall, Darkest Night, Howdy Pilgrim, Flower Child IPA, Newtowne Colonial Ale, Wolf's Irish Pub Draft, Valley Girl!, Rose De Cambrinus, Blackout Oatmeal Stout, Bodacious Bitter, Endless Summer Pale Ale, Best Bitter, Blackout Stout, 80 Schilling Scottish Ale, Reckoning, Straight-Edge Stout, Valley Girl IPA, Hefeweizen, Dubbel Entendre, Able I.P.A., CaCow! Chocolate Milk Stout, Biere De Gourde, Blunderbuss Barley Wine, Golden Ring Abbey Ale, Saison Noire, Charles River Porter, Cherry Stout, EZ Ryeder, Vienna Lager, Nom De Plum, Benevolence, The Audacity Of Hops, American Red Ale, Samson, Kriek, Honey-Ginger Ale, Weekapaug Gruit Ale, Charles River Porter With Cascade, Hopalong's ESB, Tall Tale Pale Ale (dry-hopped With Glacier), Delilah",4.03
1454,"Jack Daniels Barrel Aged Porter, Porter, Finneen's Auld Sod Stout, Bigger Boy's Beer, Broad Ripple Ankle Biter 2004, E.S.B., Apple Chucker, Herr Kevin's Alt Bier, Black IPA, Sparky's Chocolate Milk Stout, Wee Alec Heavy, Winter Wheat, Broad Ripple Diving Duck American Brown Ale, Marzen, Kölsch, Ankle Biter Ale '07, Ackerman's Imperial Double Stout (Winterfest Replicale 2011), Lawn Mower Pale Ale, Amarillo Single Hop Pale Ale, Limping Mallard, Wheat Beer, Oktoberfest, Pumpkin Ale, Centennial Pale Ale, Nut Brown, Red Bird Mild, Extra Pale Ale, I.P.A., Ackerman's Imperial Double Stout (Indiana Replicale 2011), Black Heart Lager, California Common, Hopcicle Double IPA, Bjava Porter, Amarillo Lager, Ankle Biter Ale \"06, 15th Anniversary, Broad Ripple Lawnmower Pale Ale, 2001 - A Stout Odyssey, Wobbly Bob APA, Monon Porter, T.J.'s Best Bitter, Farmhouse Ale, Broad Ripple Stout, Broad Ripple Evilsizors Russian Imperial Stout, Dual Citizenship Ale, Pilsner, Broad Ripple Ankle Biter 2003, Replic Ale, Hefe Weizen, Replic Ale (2010)",4.03
15188,"Pie Eyed Possum Pilsner, Whistling Weasel Pale Ale, Pickled Pig Porter",4.03
19163,"Red Glare, Punkin Pie Ale, American IPA, Tart Cherry Porter, Steamy Windows, Starkweather Stout",4.03
19866,"Six (#6), Holy Herb, Schelde Six, Rose City Seven (Sole Composition Series), Auld Reekie, Mingus And Monk, Belmont Station 14th Anniversary Ale, Tyler The Elder, Lambicus Six (Sole Composition Series), Noel (Sole Composition Series), Thunder Of Zeus, Special Herbs (Sole Composition Series), Billy The Mountain, Pure Wit, Barrel-Aged Wit (Sole Composition Series), Late Harvest, Provision (Sole Composition Series), Four (#4), Monk And Mingus, Alphaphylactic Hop, Pinot Noir Barrel Aged Four (Sole Composition Series), Lambicus Seven, Five (#5), Barrel-Aged Stout Of Monte Fisto (Sole Composition Series), Oyster Stout, Double Kolsch, Blend Love 2, Jaune Quatre (Sole Composition Series), Offen Weisse, Reggae Junkie, Blend Love (Sole Composition Series), Barrel-Aged Seven With Brett (Sole Composition Series), Blum Seven, Flora Rustica, Single Barrel Anniversary, Fresh Hop Of Bel-Air, Wheat, Upright (\"Punk Rock\" Strong) Lager, Whippersnapper Six (Sole Composition Series), Engelberg Pilsner, Apricot Farmhouse Ale, Stout Of Monte Fisto, Hits From The Vine, Todo Modo, Sour Blend, Congo Pale Ale, Seven (#7), Fatali Four, Four Play, Gose, Gunslinger Smoked Helles, Tokay D'Portland (Sole Composition Series), Redwood Smoked Lager, Coffee Stout, Turkey On Rye",4.03
20175,Marenghin,4.03
2074,"Zwölf Aposteln Weihnachtsbockbier, Zwölf Aposteln Pils, Zwölf Aposteln Dunkel",4.03
2150,"Best Bitter, Havercake Ale, Porter, Celebration Ale, Landlord - Strong Pale Ale, Golden Best, Dark Mild, Royal Ale, Ram Tam",4.03
2180,"Imperial Hefeweizen, Espresso Stout",4.03
2217,"Viking, Trois De Pique, Transat, Montagnaise, Kermesse, Trouble-Fete",4.03
23110,"Triplexxx, Magnus, Due Mondi",4.03
236,"Spring Bock, Golden Nectar, Kilt Lifter Scotch Ale Reserve 2003, Steeprock Stout, The Inkwell Reserve (Barrel Aged) 2004, ESB, American Pale Ale, East Chop Light(house) Lager, Menemsha Creek Pale Ale, Elisha's Kolsch, Rye Knot?, Beetlebung Porter, Rye Hop, The Inkwell 2009, Hop Goddess, The Inkwell 2005, Tripel (on Early Times Wood In A Bed Of Cranberries), Offshore India Pale Ale, Islander Double IPA, Farmhouse Ale, Fogcutter Breakfast Porter, Stonewall IPA, Nutbrown Ale, Laughing Laird, O.B. Blonde, Blueberry Ale, Islander Pale Ale, Menemsha Mild, Beach Road Nut Brown Ale, Helles Bock, Black Point Porter, Offshore Amber Ale, Munich Helles, The Inkwell 2003, Islandator Doppelbock, Hopps Farm Road Pale Ale, Kilt Lifter Scotch Ale 2003, Argus, Wash-A-Shore Ale, Fond De Tiroir, City Helles - 10th Anniversary Brew, Spring Pilsener, East Chop Lighthouse, BryggjemannPaquette, Flying Monkey, Barley Wine, Hefe-weizen",4.03
24134,"Uberbier #3, Vanilla Tree Dubbel, Smokin' Guns, Cowboy Meets Farmer, Belgian Pale With Brett (aka Brett & No Mices), White Thai, Wine Barrel Tripel - Rombauer Cabernet (French & American Oak), Dark Helmet, Lichtenhainer Weisse, Belgian IPA, Saison-Ale, India Pale Ale, American Bitter, Belgian Pale With Saison Yeast, Zwickelbier, Tripel, Dry Hopped Belgian Pale With Peppercorn, Citra Rye Pale Ale, Wine Barrel Tripel - Tiger Mountain Malbec (American Oak), Dry Hopped Belgian IPA, English Mild, Citrus Ninja Exchange, Belgian Pale, Batch 1, Märzenbier",4.03
26765,"Revival Imperial Octoberfest, Revival Saison",4.03
27917,Aureus,4.03
5153,"Dom Hof Nikolausbockbier, Domhof Dunkles, Dopplebockbier, Domhof Helles, Domhof Weizen",4.03
5809,"Friedels Kräusen Pils, Friedels Zwickelbier, Friedels Schlotfegerla",4.03
6039,Hauff Pils,4.03
9051,"JJJ IPA, Somerland Gold, Revival, Old Freddy Walker, Merlin's Magic, Fusion, Illusion, Peat Porter",4.03
9819,"St. Stephen Saison, Oktoberfest, Fifty Cat IPA, Paddock Pale Ale, Dry Mill Keller Pils, Trippel, Hop Bock, Pangle Porter, Milk Stout, Bean Vine Brown Ale, Dunkelweizen, Rejuvenator DoppleBock, \"4\" Horse Oatmeal Stout, Market Street Golden Lager",4.03
999,"Montana Wild Wheat, IPA, Whitetail Wheat Hefeweizen, Sandbagger Gold, Espresso Porter, Cutthroat Rye, Sharptail Pale Ale, Apehanger IPA, Fat Belly Amber, Tenpin Light Ale, Stillwater Rye, Blind Boar Amber, Raspberry Rye, Barleywine, Custer’s Last Stout, Pale Ale",4.03
10153,"Pisgah Bacon Stout, Pisgah Valdez, Endless Summer Ale, Pisgah Dopplebock, Pisgah Abbey Ale, Pisgah Stout, Pisgah Helles Lager, Pisgah Dark Chocolate Nitro Stout, Pisgah Porter, Hellbender Barleywine, Pisgah Baptista, Pisgah Pub Ale, Pisgah Cosmos, Pisgah Xtra Pale Ale, Pisgah Roasted Chocolate Stout, Dancing Hobo, San Francisco Lager, Pisgah Imperial IPA, Pisgah Red Ale, Belgian Amber, Pisgah Saison, Reinke's Wit, Pisgah Pilsner, Pisgah Fifth Anniversary Ale, Pisgah Blonde Ale, Pisgah Nitro Stout, Pisgah Leaf Amber, India Pale Ale, Apple Jaxx, Vortex II, Pisgah Dubbel, Vortex I, Pisghah Munich Helles, Fresh Hop Ale, Pisgah American Style Pale Ale, Pisgah Red Devil, Pisgah Octoberfest, Pisgah Schwarzbier, Pisgah Equinox, Pisgah Jason's Brown Ale, Solstice",4.02
13029,"St Petersburg Imperial Stout, Chiron, Coalition Old Ale, Italia, Bolvig Saint Petersburg Deluxe Edition, Alliance PX Reserve 2007, Wild Swan, Bracia, Alliance, Versa, Jaywick, Alliance Madeira Reserve 2007, Tzara, Halcyon, Lumford, Merrie, Alchemy XIV, Hopton, Brock, McConnel's Creamy Vanilla Stout, Blackthorn Ale, Jaipur IPA, Evenlode, Kill Your Darlings, Kipling, St Petersburg Christmas, Ashford, Raven, Collorado Red, Lord Marples, Sequoia",4.02
13392,"Bottle Wreck Porter, Madgwick Gold",4.02
14097,"Babylon Banks, Smokestack Lightning",4.02
1490,"Seigneuriale, Seigneuriale Blonde",4.02
17980,"Red Spruce Bitter, Maple Tripple Ale, Fayston Maple Imperial Stout, Mad Wild Grapes, Seared Palate, Maple On Brett, Sugarhouse IPA, Farmhouse Rye, Session In The Rye, Maple Barrel Aged Fayston Maple Imperial Stout, Oaked Fayston Maple Imperial Stout, Funky Sunshine, Crooked Cabin Ale, Local Potion, Chinooker'd IPA, Knockout Blonde, Gonzie, Power Flower Harvest Ale, Starkbier!, Honey I Love You Ale, Vermont Maple Sunrise Ale, Permagrin Rye Pale Ale, Red Head Irish Ale, 292 Ale, Double Sunshine IPA, Pirata's Darkness, Weiss-K, Liquid Sunshine Ale, Vermont Maple Ale, Hopzilla, BIG HAPI India Black Ale, Triple Play IPA, Woodchuck Stout, Acer Quercus - The Bruery / Lawson's Finest Liquids Collaboration, Equinox Extra XPA, Bourbon Barrel Aged Fayston Maple Imperial Stout, Stony Hill Fresh Hop Harvest Ale, Cask Blend (Barrel Aged Barleywine & Sugarhouse IPA), Papelblonde Ale, Paradise Ale, Maple Nipple, Dunkleweisse, Hop Song Imperial IPA, Vermont Black Ale",4.02
18816,"Schwindel Alt, Arctic Blast Vanilla Porter, Razz Wheat, Friar Mike's IPA, Apricot Cream Ale",4.02
19127,"Chipotle Dynamo, Krankshaft Kölsch, I-beam Alt, Iron Works Alt, Generator Doppelbock, Dynamo Copper Lager, India Pale Lager, Carburetor Rye Doppelbock #58, Flywheel Bright Lager",4.02
1923,"Uerige Doppelsticke, Uerige Altbier (Unfiltered), Uerige Sticke, Uerige Doppesticke Aged In Ransom Pinot Noir/Whiskey Barrels, Uerige Altbier (Classic), Uerige Weizen",4.02
19247,"OMB Copper, Dunkel Lager, Yule Bock, Mecktoberfest, Fruehbock (Früh Bock), OMB Kölsner, Bauern Bock, Mecklenburger Bavarian Lager, Captain James Jack Pilsner",4.02
23344,Kölsch,4.02
25381,"Knight Of The Garter, Windsor Knot, Conqueror 1075, Conqueror Black IPA",4.02
25916,"Battlefield IPA, Spring Street Saison, Belgian Brown Ale",4.02
25956,"American Invasion, Croglin Vampire Doppelbock",4.02
